applicant_id,institution_id,cohort_default_rate,race,age,sex,status,income,credit_score,dti,program_level,major,loan_amount,score_base,score_with_cdr,approved,low_risk_terms
64,3,0.056430275339365,White,23,M,Non-US,7500,755,0.21,undergrad,Business,50000.0,0.006818181818181848,-0.5574845715754682,1,1
65,125,0.076007198487916,White,22,F,Non-US,4500,443,0.431,undergrad,Arts,11000.0,-1.6877272727272727,-2.447799257606433,0,0
66,14,0.0716640292402546,White,24,F,Non-US,28000,362,0.242,undergrad,Business,79000.0,-1.3632727272727274,-2.0799130196752733,0,0
67,147,0.1173572203571072,White,34,F,Non-US,31000,850,0.038,graduate,Business,50000.0,0.9872727272727274,-0.18629947629834465,1,1
68,25,0.0454556038190779,White,24,M,Non-US,20000,695,0.194,undergrad,Arts,44000.0,-0.3043636363636364,-0.7589196745544153,1,1
69,97,0.1699801216915541,White,26,F,Non-US,17000,363,0.427,graduate,STEM,30000.0,-1.4456363636363636,-3.1454375805519046,0,0
70,135,0.0452137813055003,Asian,24,M,Non-US,20000,675,0.116,undergrad,Business,29000.0,0.2289090909090909,-0.2232287221459121,1,1
71,76,0.0206891202622854,White,27,F,Non-US,16000,625,0.053,undergrad,STEM,15000.0,0.09909090909090909,-0.1078002935319449,1,1
72,122,0.0715110732622415,White,21,F,Non-US,1000,518,0.298,undergrad,Arts,16000.0,-1.1700000000000002,-1.8851107326224152,0,0
73,76,0.0206891202622854,Asian,30,F,US Person,19000,767,0.169,graduate,Arts,41000.0,0.3014545454545455,0.09456334283169149,1,1
74,25,0.0454556038190779,Other,27,F,US Person,13000,810,0.418,graduate,STEM,34000.0,0.12381818181818184,-0.33073785637259717,1,1
75,135,0.0452137813055003,White,25,F,US Person,38000,472,0.092,graduate,Law,30000.0,-0.15327272727272717,-0.6054105403277301,1,1
76,62,0.0725423339255437,White,27,M,US Person,18000,712,0.099,undergrad,STEM,23000.0,0.33545454545454545,-0.38996879380089156,1,1
77,135,0.0452137813055003,White,28,M,Non-US,20000,688,0.101,graduate,STEM,113000.0,0.3061818181818182,-0.14595599487318478,1,1
78,224,0.0737346298427714,White,26,M,US Person,22000,715,0.123,graduate,STEM,9000.0,0.4723636363636364,-0.26498266206407767,1,1
79,76,0.0206891202622854,White,23,F,US Person,1500,515,0.274,undergrad,STEM,51000.0,-0.9299090909090912,-1.1368002935319452,0,0
80,62,0.0725423339255437,Other,35,F,Non-US,44000,417,0.102,graduate,Business,41000.0,-0.6872727272727274,-1.4126960665281643,0,0
81,135,0.0452137813055003,Other,30,M,Non-US,21000,824,0.261,undergrad,Business,31000.0,0.28672727272727266,-0.16541054032773034,1,1
82,239,0.0858379021309365,White,26,M,Non-US,37000,739,0.504,undergrad,STEM,21000.0,-0.2623636363636364,-1.1207426576730015,0,0
83,112,0.1324079841540636,White,26,F,Non-US,40000,508,0.169,undergrad,Arts,25000.0,-0.7143636363636364,-2.0384434779042726,0,0
84,76,0.0206891202622854,White,19,M,US Person,6500,623,0.18,undergrad,Arts,10000.0,-0.5191818181818182,-0.7260730208046722,1,1
85,25,0.0454556038190779,Other,19,F,Non-US,2500,793,0.543,undergrad,Arts,11000.0,-0.7010000000000001,-1.155556038190779,0,0
86,30,0.0320534171387883,White,23,F,Non-US,32000,634,0.11,graduate,Arts,9000.0,-0.036181818181818204,-0.3567159895697012,1,1
87,215,0.117501396154848,White,26,F,Non-US,18000,599,0.158,undergrad,Business,35000.0,-0.2934545454545455,-1.4684685070030254,0,0
88,62,0.0725423339255437,White,26,F,Non-US,15000,616,0.187,undergrad,Arts,29000.0,-0.5076363636363637,-1.2330597028918007,0,0
89,14,0.0716640292402546,Black,29,M,Non-US,14000,428,0.185,undergrad,Business,54000.0,-1.3432727272727272,-2.0599130196752733,0,0
90,62,0.0725423339255437,White,32,M,US Person,43000,611,0.106,undergrad,Business,29000.0,0.004181818181818203,-0.7212415210736188,1,1
91,135,0.0452137813055003,Other,29,F,US Person,32000,594,0.228,undergrad,Arts,77000.0,-0.7176363636363637,-1.1697741766913667,0,0
92,62,0.0725423339255437,White,23,M,US Person,25000,659,0.151,graduate,STEM,33000.0,0.23072727272727273,-0.4946960665281643,1,1
93,135,0.0452137813055003,Black,21,M,Non-US,32000,385,0.199,graduate,STEM,45000.0,-1.1696363636363638,-1.6217741766913667,0,0
94,171,0.0801174711718513,Black,19,F,Non-US,4000,362,0.343,undergrad,Business,29000.0,-1.8592727272727272,-2.6604474389912403,0,0
95,35,0.159167951253268,White,24,M,US Person,24000,645,0.168,graduate,Arts,39000.0,-0.1601818181818182,-1.7518613307144981,0,0
96,59,0.3317741726742946,White,22,M,Non-US,5500,615,0.211,undergrad,Arts,34000.0,-0.6162727272727272,-3.9340144540156734,0,0
97,25,0.0454556038190779,White,25,M,Non-US,20000,632,0.363,graduate,Business,176000.0,-0.5214545454545454,-0.9760105836453243,1,0
98,73,0.0228348227025087,White,26,M,Non-US,37000,754,0.46,graduate,Arts,60000.0,-0.36981818181818193,-0.598166408843269,1,1
99,73,0.0228348227025087,White,21,F,Non-US,7000,602,0.036,undergrad,STEM,54000.0,-0.10454545454545455,-0.33289368157054156,1,1
100,73,0.0228348227025087,White,25,M,Non-US,39000,850,0.311,undergrad,Business,46000.0,0.3392727272727273,0.11092450024764028,1,1
101,195,0.0088945731217383,White,26,F,Non-US,15000,850,0.307,graduate,Business,84000.0,0.3532727272727273,0.26432699605534427,1,1
102,135,0.0452137813055003,White,28,F,Non-US,25000,850,0.245,graduate,STEM,39000.0,0.7372727272727273,0.2851349142177243,1,1
103,76,0.0206891202622854,White,30,F,Non-US,56000,850,0.187,undergrad,Arts,21000.0,0.5892727272727273,0.3823815246498733,1,1
104,126,0.1190718437328535,White,19,F,Non-US,22000,765,0.337,graduate,STEM,28000.0,0.22618181818181812,-0.9645366191467167,1,0
105,96,0.0598803195385864,White,29,F,Non-US,25000,504,0.407,graduate,Arts,55000.0,-1.2449090909090912,-1.8437122862949553,0,0
106,148,0.0975494628796399,Asian,21,M,Non-US,2500,737,0.174,undergrad,Arts,22000.0,0.03336363636363636,-0.9421309924327627,1,0
107,96,0.0598803195385864,Black,23,M,Non-US,3000,421,0.048,undergrad,Arts,38000.0,-1.2607272727272727,-1.8595304681131366,0,0
108,135,0.0452137813055003,White,19,M,US Person,13000,768,0.074,graduate,STEM,32000.0,0.709090909090909,0.256953096035906,1,1
109,76,0.0206891202622854,White,20,M,Non-US,2000,363,0.134,undergrad,Arts,36000.0,-1.3996363636363638,-1.6065275662592178,0,0
110,25,0.0454556038190779,White,27,M,US Person,11000,516,0.15,undergrad,Business,19000.0,-0.6212727272727273,-1.0758287654635064,0,0
111,215,0.117501396154848,Other,23,M,Non-US,4500,696,0.164,undergrad,Arts,43000.0,-0.38372727272727275,-1.5587412342757527,0,0
112,212,0.0192123729913557,Black,21,M,Non-US,7000,590,0.193,undergrad,STEM,19000.0,-0.6121818181818182,-0.8043055480953751,1,0
113,62,0.0725423339255437,White,31,F,Non-US,23000,757,0.482,graduate,Business,26000.0,-0.18690909090909077,-0.9123324301645278,1,0
114,150,0.3409611023539438,Other,20,M,Non-US,4000,548,0.163,undergrad,Arts,32000.0,-0.8229090909090909,-4.232520114448529,0,0
115,216,0.0446341929252727,White,28,F,Non-US,21000,850,0.25,undergrad,Arts,78000.0,0.1532727272727273,-0.29306920197999975,1,1
116,135,0.0452137813055003,White,24,F,Non-US,19000,701,0.16,undergrad,Business,39000.0,0.07945454545454546,-0.37268326760045756,1,1
117,66,0.0348740716996293,White,21,F,Non-US,3500,828,0.148,undergrad,Arts,16000.0,0.2722727272727272,-0.07646798972356578,1,1
118,62,0.0725423339255437,Black,33,F,US Person,60000,594,0.334,undergrad,Arts,31000.0,-0.8616363636363636,-1.5870597028918008,0,0
119,135,0.0452137813055003,White,25,M,Non-US,22000,561,0.106,graduate,Law,62000.0,-0.05363636363636354,-0.5057741766913666,1,1
120,25,0.0454556038190779,White,28,F,US Person,16000,688,0.298,undergrad,Arts,72000.0,-0.5618181818181818,-1.0163742200089607,1,0
121,135,0.0452137813055003,Other,26,F,US Person,18000,813,0.246,graduate,Business,45000.0,0.3087272727272728,-0.1434105403277302,1,1
122,55,0.1369638718069605,White,22,F,Non-US,32000,850,0.089,graduate,Law,34000.0,1.1912727272727273,-0.17836599079687798,1,1
123,166,0.0191756427111186,White,26,M,Non-US,56000,850,0.112,undergrad,Business,38000.0,0.9392727272727274,0.7475163001615414,1,1
124,244,0.0401675232474372,Other,28,F,Non-US,38000,707,0.337,undergrad,STEM,9000.0,-0.08872727272727275,-0.49040250520164475,1,1
125,128,0.0627335567719358,White,20,M,Non-US,43000,723,0.184,graduate,Law,30000.0,0.6054545454545455,-0.02188102226481259,1,1
126,25,0.0454556038190779,Asian,22,M,Non-US,15000,672,0.09,graduate,Business,59000.0,0.29000000000000004,-0.16455603819077896,1,1
127,96,0.0598803195385864,White,27,F,Non-US,30000,545,0.3,graduate,Arts,23000.0,-0.7518181818181817,-1.3506213772040456,0,0
128,76,0.0206891202622854,White,25,F,Non-US,10000,535,0.3,undergrad,STEM,18000.0,-0.7581818181818181,-0.965073020804672,1,0
129,25,0.0454556038190779,White,19,M,Non-US,5000,846,0.097,undergrad,Business,18000.0,0.6487272727272727,0.1941712345364937,1,1
130,25,0.0454556038190779,Other,19,F,US Person,4500,621,0.061,undergrad,Business,25000.0,-0.15045454545454545,-0.6050105836453245,1,1
131,25,0.0454556038190779,Black,19,F,Non-US,3500,769,0.307,undergrad,STEM,11000.0,-0.21027272727272725,-0.6648287654635062,1,1
132,46,0.0694158059645007,White,25,M,Non-US,24000,681,0.412,undergrad,STEM,28000.0,-0.36727272727272725,-1.0614307869177342,1,0
133,135,0.0452137813055003,Asian,19,M,Non-US,7500,334,0.379,undergrad,Business,24000.0,-1.6120909090909092,-2.0642287221459124,0,0
134,15,0.058549574873081,Black,19,F,Non-US,15000,731,0.196,graduate,Law,106000.0,0.09254545454545449,-0.4929502941853555,1,1
135,135,0.0452137813055003,White,24,F,Non-US,12000,683,0.224,undergrad,Arts,14000.0,-0.356,-0.808137813055003,1,0
136,135,0.0452137813055003,White,22,F,Non-US,31000,595,0.108,graduate,Business,36000.0,0.019999999999999962,-0.43213781305500304,1,1
137,196,0.1025750047919756,White,25,M,Non-US,13000,683,0.182,undergrad,Arts,69000.0,-0.366,-1.3917500479197558,0,0
138,142,0.3267463977010624,Black,21,M,Non-US,5500,485,0.09,undergrad,Arts,15000.0,-1.097,-4.364463977010624,0,0
139,125,0.076007198487916,Black,30,M,Non-US,27000,363,0.17,undergrad,Arts,17000.0,-1.571636363636364,-2.331708348515524,0,0
140,76,0.0206891202622854,Asian,22,M,Non-US,1500,850,0.159,undergrad,Arts,33000.0,0.4682727272727273,0.2613815246498733,1,1
141,96,0.0598803195385864,White,30,M,Non-US,13000,840,0.318,undergrad,Business,18000.0,0.23290909090909093,-0.36589410447677306,1,1
142,183,0.0473797243299705,White,21,M,Non-US,3500,655,0.255,undergrad,STEM,56000.0,-0.37081818181818177,-0.8446154251178868,1,0
143,73,0.0228348227025087,White,24,M,Non-US,24000,441,0.27,undergrad,Arts,61000.0,-1.3560000000000003,-1.5843482270250873,0,0
144,73,0.0228348227025087,White,30,F,Non-US,18000,803,0.061,undergrad,Business,10000.0,0.6423636363636364,0.41401540933854936,1,1
145,96,0.0598803195385864,White,27,M,US Person,19000,566,0.262,graduate,STEM,122000.0,-0.4654545454545454,-1.0642577408404095,1,0
146,147,0.1173572203571072,White,21,F,Non-US,3500,574,0.108,undergrad,Arts,23000.0,-0.5713636363636363,-1.7449358399347084,0,0
147,76,0.0206891202622854,Other,29,M,Non-US,28000,451,0.108,undergrad,Arts,8000.0,-0.9216363636363636,-1.1285275662592176,0,0
148,62,0.0725423339255437,White,26,F,Non-US,31000,850,0.226,undergrad,STEM,63000.0,0.5612727272727274,-0.16415061198270964,1,1
149,141,0.0011525810664222,White,19,M,Non-US,2000,548,0.158,undergrad,Arts,11000.0,-0.7749090909090909,-0.7864349015733129,1,1
150,135,0.0452137813055003,White,26,F,Non-US,28000,834,0.407,undergrad,Business,44000.0,0.023090909090909134,-0.42904690396409384,1,1
151,62,0.0725423339255437,White,23,F,US Person,1500,735,0.289,undergrad,Arts,72000.0,-0.4599090909090908,-1.1853324301645278,0,0
152,229,0.0845744546441171,White,20,F,Non-US,19000,779,0.352,graduate,Arts,18000.0,-0.07090909090909085,-0.9166536373502618,1,0
153,135,0.0452137813055003,White,25,M,Non-US,41000,850,0.139,graduate,STEM,78000.0,0.9452727272727273,0.49313491421772426,1,1
154,65,0.1241910448658457,White,29,F,Non-US,33000,817,0.124,graduate,STEM,54000.0,0.8072727272727274,-0.43463772138572954,1,1
155,62,0.0725423339255437,Black,22,F,Non-US,2500,422,0.135,undergrad,Business,41000.0,-1.3340909090909092,-2.059514248346346,0,0
156,25,0.0454556038190779,White,25,M,Non-US,14000,791,0.132,undergrad,Business,27000.0,0.43272727272727274,-0.02182876546350626,1,1
157,25,0.0454556038190779,White,20,M,Non-US,5000,532,0.127,undergrad,STEM,17000.0,-0.45309090909090904,-0.907646947281688,1,0
158,135,0.0452137813055003,White,23,M,Non-US,2000,300,0.139,undergrad,Arts,49000.0,-1.738727272727273,-2.190865085782276,0,0
159,73,0.0228348227025087,White,29,F,US Person,22000,850,0.236,undergrad,STEM,34000.0,0.5872727272727274,0.3589245002476404,1,1
160,229,0.0845744546441171,Other,32,M,Non-US,30000,716,0.291,undergrad,Arts,24000.0,-0.312,-1.157744546441171,0,0
161,135,0.0452137813055003,Other,23,M,US Person,6000,558,0.242,undergrad,Arts,48000.0,-1.0325454545454544,-1.4846832676004573,0,0
162,135,0.0452137813055003,Other,19,M,Non-US,14000,533,0.314,graduate,Arts,12000.0,-0.9694545454545455,-1.4215923585095485,0,0
163,62,0.0725423339255437,White,19,M,Non-US,37000,547,0.225,graduate,Law,86000.0,-0.2525454545454546,-0.9779687938008916,1,0
164,73,0.0228348227025087,White,26,M,Non-US,27000,681,0.145,undergrad,Business,29000.0,0.08472727272727276,-0.14362095429781424,1,1
165,76,0.0206891202622854,White,19,M,Non-US,6500,689,0.343,undergrad,Arts,86000.0,-0.7051818181818181,-0.9120730208046721,1,0
166,85,0.0294226470636067,Black,23,F,US Person,3500,537,0.145,undergrad,Business,14000.0,-0.8299090909090909,-1.1241355615451578,0,0
167,67,0.1492145159619431,Black,30,F,Non-US,38000,538,0.048,undergrad,Business,11000.0,-0.42527272727272736,-1.9174178868921583,0,0
168,125,0.076007198487916,Other,19,F,Non-US,3000,359,0.32,undergrad,STEM,11000.0,-1.5301818181818183,-2.2902538030609785,0,0
169,23,0.3748923690837981,White,24,M,Non-US,53000,758,0.333,undergrad,STEM,26000.0,0.24472727272727268,-3.504196418110708,0,0
170,135,0.0452137813055003,Other,21,F,Non-US,10000,842,0.388,graduate,Arts,30000.0,-0.017818181818181802,-0.4699559948731848,1,1
171,96,0.0598803195385864,White,21,M,Non-US,5500,837,0.218,undergrad,Business,34000.0,0.377,-0.22180319538586402,1,1
172,211,0.0262039808823449,White,26,F,Non-US,41000,639,0.396,graduate,Arts,11000.0,-0.536,-0.798039808823449,1,0
173,96,0.0598803195385864,White,19,M,Non-US,18000,788,0.216,graduate,Arts,86000.0,0.12781818181818178,-0.47098501356768224,1,1
174,72,0.098006312495863,Black,27,M,Non-US,52000,654,0.312,undergrad,STEM,32000.0,-0.34745454545454546,-1.3275176704131755,0,0
175,76,0.0206891202622854,White,25,F,Non-US,21000,371,0.08,undergrad,STEM,50000.0,-0.9485454545454546,-1.1554366571683086,0,0
176,244,0.0401675232474372,White,19,F,Non-US,14000,549,0.261,graduate,Business,53000.0,-0.6552727272727272,-1.0569479597470992,1,0
177,96,0.0598803195385864,Asian,21,F,Non-US,1500,686,0.084,undergrad,STEM,12000.0,0.3219090909090909,-0.2768941044767731,1,1
178,135,0.0452137813055003,Other,33,F,Non-US,30000,793,0.318,undergrad,STEM,18000.0,0.21400000000000002,-0.23813781305500298,1,1
179,135,0.0452137813055003,White,19,M,US Person,45000,850,0.028,graduate,Law,68000.0,1.2912727272727271,0.8391349142177241,1,1
180,76,0.0206891202622854,Black,22,M,US Person,1500,617,0.152,undergrad,Arts,75000.0,-0.865,-1.071891202622854,0,0
181,76,0.0206891202622854,Asian,32,M,Non-US,24000,750,0.116,graduate,STEM,44000.0,0.6756363636363637,0.4687451610135097,1,1
182,122,0.0715110732622415,White,21,F,Non-US,4000,850,0.151,undergrad,Business,52000.0,0.44927272727272727,-0.2658380053496877,1,1
183,11,0.1175081154987107,Black,25,F,Non-US,10000,772,0.109,undergrad,Arts,31000.0,-0.06436363636363632,-1.2394447913507434,0,0
184,135,0.0452137813055003,Other,24,F,Non-US,68000,442,0.318,undergrad,Arts,25000.0,-1.1343636363636365,-1.5865014494186394,0,0
185,76,0.0206891202622854,White,26,M,Non-US,20000,772,0.261,undergrad,STEM,17000.0,0.24163636363636365,0.03474516101350966,1,1
186,25,0.0454556038190779,Other,21,F,Non-US,11000,519,0.167,graduate,Law,36000.0,-0.3443636363636363,-0.7989196745544154,1,0
187,76,0.0206891202622854,Black,19,M,Non-US,1500,615,0.314,undergrad,Arts,33000.0,-1.0962727272727273,-1.3031639298955813,0,0
188,135,0.0452137813055003,White,19,F,Non-US,4000,830,0.159,undergrad,STEM,16000.0,0.5605454545454546,0.10840764149045157,1,1
189,62,0.0725423339255437,White,26,F,Non-US,43000,850,0.164,undergrad,Arts,17000.0,0.5572727272727273,-0.16815061198270975,1,1
190,130,0.0737830316203467,Black,19,F,Non-US,7000,417,0.176,undergrad,Arts,26000.0,-1.5072727272727273,-2.2451030434761945,0,0
191,76,0.0206891202622854,Other,20,F,US Person,5000,850,0.145,undergrad,Arts,19000.0,0.3172727272727273,0.11038152464987333,1,1
192,135,0.0452137813055003,White,30,M,Non-US,21000,850,0.095,undergrad,STEM,9000.0,0.8632727272727274,0.4111349142177244,1,1
193,205,0.0159789019923045,White,28,F,Non-US,15000,606,0.227,undergrad,Business,22000.0,-0.42400000000000004,-0.5837890199230451,1,1
194,45,0.0688326303912253,Other,26,F,Non-US,21000,659,0.041,undergrad,STEM,26000.0,0.22672727272727272,-0.4615990311849802,1,1
195,76,0.0206891202622854,White,24,F,US Person,20000,850,0.067,graduate,Arts,30000.0,0.7632727272727273,0.5563815246498733,1,1
196,125,0.076007198487916,White,25,F,Non-US,35000,850,0.226,undergrad,Business,19000.0,0.5852727272727273,-0.17479925760643267,1,1
197,246,0.0089270124529904,White,35,M,US Person,43000,850,0.141,undergrad,STEM,35000.0,0.9032727272727272,0.8140026027428232,1,1
198,135,0.0452137813055003,White,25,F,Non-US,24000,640,0.149,graduate,Business,60000.0,-0.04036363636363635,-0.4925014494186394,1,1
